,9.999999999999999e-10,2.6489692876105297e-09,7.017038286703837e-09,1.8587918911465636e-08,4.9238826317067414e-08,1.304321386719004e-07,3.4551072945922185e-07,9.152473108773893e-07,2.4244620170823308e-06,6.422325422229356e-06,1.7012542798525893e-05,4.506570337745478e-05,0.00011937766417144358,0.00031622776601683794,0.0008376776400682924,0.0022189823414589696,0.0058780160722749115,0.015570684047537317,0.04124626382901348,0.10926008611173779,0.28942661247167517,0.7666822074546222,2.030917620904739,5.379838403443676,14.251026703029963,37.750532053243916,100.0
1,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944
1,,,,,,,,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,,,,,,,,,,,,,
11,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,0.8215962441314554,0.8215962441314554,0.835680751173709,0.835680751173709,0.8262910798122066,0.8215962441314554,0.7746478873239436,0.6995305164319249,0.596244131455399,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944
11,,,,,,,,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,,,,,,,,,,,,,
21,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,0.8591549295774646,0.8544600938967136,0.8497652582159624,0.8497652582159624,0.84037558685446,0.835680751173709,0.7981220657276995,0.7417840375586855,0.6572769953051644,0.5868544600938966,0.5774647887323944,0.5774647887323944,0.5774647887323944
21,,,,,,,,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8591549295774646,,,,,,,,,,,,,
31,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,0.8544600938967135,0.863849765258216,0.8779342723004694,0.863849765258216,0.8779342723004694,0.868544600938967,0.8591549295774646,0.8028169014084506,0.704225352112676,0.6103286384976526,0.5774647887323944,0.5774647887323944,0.5774647887323944
31,,,,,,,,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,0.863849765258216,0.868544600938967,0.8779342723004695,0.8826291079812206,0.8873239436619719,0.868544600938967,0.8591549295774646,0.8169014084507044,0.7464788732394365,0.6150234741784039,0.5774647887323944,0.5774647887323944,0.5774647887323944
41,,,,,,,,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8591549295774646,0.863849765258216,,,,,,,,,,,,,
41,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.835680751173709,0.84037558685446,,,,,,,,,,,,,
51,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8309859154929576,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,0.8544600938967136,0.8591549295774646,0.8591549295774646,0.8779342723004695,0.8967136150234741,0.8779342723004695,0.868544600938967,0.8309859154929576,0.7652582159624414,0.6338028169014085,0.5774647887323944,0.5774647887323944,0.5774647887323944
61,,,,,,,,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8262910798122065,0.8262910798122065,0.835680751173709,,,,,,,,,,,,,
61,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,0.8215962441314554,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,0.835680751173709,0.835680751173709,0.8591549295774646,0.8544600938967136,0.8779342723004694,0.868544600938967,0.868544600938967,0.8450704225352114,0.7934272300469484,0.6713615023474179,0.5821596244131455,0.5774647887323944,0.5774647887323944
71,,,,,,,,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8215962441314554,0.8450704225352114,0.8450704225352114,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,0.8450704225352114,0.8544600938967136,0.8544600938967136,0.8591549295774646,0.868544600938967,0.8779342723004694,0.8779342723004695,0.8591549295774646,0.8028169014084506,0.6995305164319249,0.596244131455399,0.5774647887323944,0.5774647887323944
71,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,0.8591549295774646,0.8544600938967136,0.868544600938967,0.863849765258216,0.8779342723004694,0.8732394366197184,0.868544600938967,0.8450704225352114,0.8169014084507044,0.7136150234741784,0.5915492957746479,0.5774647887323944,0.5774647887323944
81,,,,,,,,0.8169014084507044,0.8169014084507044,0.8215962441314554,0.8215962441314554,0.8262910798122066,0.8262910798122066,0.84037558685446,,,,,,,,,,,,,
81,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,0.8169014084507044,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,0.8591549295774646,0.863849765258216,0.863849765258216,0.868544600938967,0.8779342723004694,0.892018779342723,0.8826291079812206,0.8591549295774646,0.812206572769953,0.7417840375586855,0.6009389671361501,0.5774647887323944,0.5774647887323944
91,,,,,,,,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8591549295774646,0.8497652582159624,,,,,,,,,,,,,
91,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,0.8497652582159624,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,0.8544600938967136,0.863849765258216,0.8544600938967136,0.863849765258216,0.8826291079812206,0.892018779342723,0.8967136150234741,0.8732394366197184,0.835680751173709,0.7511737089201879,0.6056338028169014,0.5774647887323944,0.5774647887323944
101,,,,,,,,0.835680751173709,0.84037558685446,0.84037558685446,0.8450704225352114,0.8544600938967136,0.8591549295774646,0.8497652582159624,,,,,,,,,,,,,
101,0.835680751173709,0.835680751173709,0.835680751173709,0.835680751173709,0.835680751173709,0.835680751173709,0.835680751173709,,,,,,,,,,,,,,,,,,,,
111,0.863849765258216,0.863849765258216,0.863849765258216,0.863849765258216,0.863849765258216,0.863849765258216,0.863849765258216,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,0.8591549295774646,0.8497652582159624,0.863849765258216,0.863849765258216,0.8826291079812206,0.8873239436619719,0.8873239436619719,0.8826291079812206,0.8262910798122066,0.755868544600939,0.6056338028169014,0.5774647887323944,0.5774647887323944
111,,,,,,,,0.863849765258216,0.863849765258216,0.863849765258216,0.8732394366197184,0.868544600938967,0.892018779342723,0.892018779342723,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,0.868544600938967,0.8544600938967136,0.8591549295774646,0.8591549295774646,0.863849765258216,0.892018779342723,0.8826291079812206,0.8732394366197184,0.8309859154929576,0.755868544600939,0.6103286384976526,0.5774647887323944,0.5774647887323944
121,,,,,,,,0.8544600938967136,0.8497652582159624,0.8544600938967136,0.8450704225352114,0.8544600938967136,0.8591549295774646,0.8497652582159624,,,,,,,,,,,,,
121,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,0.8591549295774646,0.868544600938967,0.8591549295774646,0.863849765258216,0.8732394366197184,0.9014084507042254,0.892018779342723,0.8732394366197184,0.8497652582159624,0.7699530516431925,0.6150234741784039,0.5774647887323944,0.5774647887323944
131,,,,,,,,0.84037558685446,0.84037558685446,0.8450704225352114,0.8544600938967136,0.8591549295774646,0.868544600938967,0.8732394366197184,,,,,,,,,,,,,
131,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8356807511737089,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,0.8262910798122066,0.8262910798122066,0.8262910798122065,0.835680751173709,0.8450704225352114,0.8779342723004694,0.8826291079812206,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,0.8873239436619719,0.8873239436619719,0.8732394366197184,0.8779342723004694,0.8779342723004694,0.8967136150234741,0.9061032863849764,0.8873239436619719,0.863849765258216,0.7887323943661971,0.619718309859155,0.5774647887323944,0.5774647887323944
141,0.8169014084507041,0.8169014084507041,0.8169014084507041,0.8169014084507041,0.8169014084507041,0.8169014084507041,0.8215962441314554,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,0.7981220657276995,0.7981220657276995,0.8075117370892019,0.8356807511737089,0.863849765258216,0.8873239436619719,0.9014084507042254,,,,,,,,,,,,,
151,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.7981220657276995,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,0.8826291079812206,0.868544600938967,0.868544600938967,0.8826291079812206,0.8779342723004694,0.8967136150234741,0.9014084507042254,0.8873239436619719,0.8591549295774646,0.807511737089202,0.6338028169014085,0.5774647887323944,0.5774647887323944
161,,,,,,,,0.7699530516431925,0.7746478873239436,0.812206572769953,0.8450704225352114,0.8591549295774646,0.8732394366197184,0.8873239436619716,,,,,,,,,,,,,
161,0.7699530516431925,0.7699530516431925,0.7699530516431925,0.7699530516431925,0.7699530516431925,0.7699530516431925,0.7699530516431925,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,0.8873239436619719,0.892018779342723,0.8967136150234741,0.8779342723004694,0.8779342723004694,0.9014084507042254,0.8967136150234741,0.8967136150234741,0.863849765258216,0.807511737089202,0.6338028169014085,0.5774647887323944,0.5774647887323944
171,,,,,,,,,,,,,,,0.8967136150234741,0.892018779342723,0.9014084507042254,0.9014084507042254,0.8826291079812206,0.9061032863849764,0.8967136150234741,0.8967136150234741,0.8732394366197184,0.812206572769953,0.6431924882629109,0.5774647887323944,0.5774647887323944
171,,,,,,,,0.7746478873239436,0.7746478873239436,0.784037558685446,0.8169014084507044,0.8544600938967136,0.8873239436619719,0.8873239436619719,,,,,,,,,,,,,
171,0.7746478873239436,0.7746478873239436,0.7746478873239436,0.7746478873239436,0.7746478873239436,0.7746478873239436,0.7746478873239436,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,0.7652582159624414,0.7793427230046949,0.7934272300469484,0.8356807511737089,0.863849765258216,0.8826291079812206,0.8873239436619719,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,0.892018779342723,0.9014084507042254,0.9107981220657276,0.892018779342723,0.8873239436619716,0.9014084507042254,0.9061032863849764,0.892018779342723,0.8732394366197184,0.812206572769953,0.6572769953051644,0.5868544600938966,0.5774647887323944
181,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7652582159624414,0.755868544600939,,,,,,,,,,,,,,,,,,,,
191,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7793427230046949,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,0.7746478873239436,0.784037558685446,0.8028169014084506,0.8450704225352111,0.8732394366197184,0.868544600938967,0.892018779342723,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,0.8873239436619719,0.8967136150234741,0.9107981220657276,0.9014084507042254,0.8826291079812206,0.892018779342723,0.8967136150234741,0.8873239436619719,0.868544600938967,0.8215962441314554,0.6666666666666666,0.5868544600938966,0.5774647887323944
201,,,,,,,,0.732394366197183,0.7464788732394366,0.7981220657276995,0.8309859154929576,0.8497652582159624,0.8779342723004695,0.8826291079812206,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,0.892018779342723,0.8967136150234741,0.9107981220657276,0.8967136150234741,0.8826291079812206,0.892018779342723,0.9014084507042254,0.892018779342723,0.8732394366197184,0.835680751173709,0.6995305164319249,0.5868544600938966,0.5774647887323944
201,0.7136150234741784,0.7136150234741784,0.7136150234741784,0.7136150234741784,0.7136150234741784,0.7136150234741784,0.7230046948356806,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,0.892018779342723,0.9014084507042254,0.9061032863849764,0.892018779342723,0.8873239436619719,0.9061032863849764,0.9061032863849764,0.8967136150234741,0.8732394366197184,0.8450704225352114,0.7089201877934271,0.5868544600938966,0.5774647887323944
211,0.732394366197183,0.732394366197183,0.732394366197183,0.732394366197183,0.7230046948356806,0.7370892018779341,0.7464788732394366,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,0.7699530516431925,0.7934272300469484,0.7793427230046949,0.8215962441314554,0.84037558685446,0.863849765258216,0.892018779342723,,,,,,,,,,,,,
221,0.6948356807511736,0.6948356807511736,0.6948356807511736,0.704225352112676,0.704225352112676,0.7136150234741784,0.7183098591549296,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,0.7417840375586854,0.7793427230046949,0.784037558685446,0.7981220657276996,0.8309859154929576,0.868544600938967,0.8873239436619719,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,0.8873239436619719,0.9014084507042254,0.9061032863849764,0.892018779342723,0.8732394366197184,0.892018779342723,0.9061032863849764,0.8967136150234741,0.8779342723004695,0.84037558685446,0.7230046948356809,0.5915492957746479,0.5774647887323944
231,,,,,,,,,,,,,,,0.8873239436619719,0.8826291079812206,0.9107981220657276,0.892018779342723,0.8732394366197184,0.892018779342723,0.9061032863849764,0.8967136150234741,0.868544600938967,0.8450704225352114,0.727699530516432,0.596244131455399,0.5774647887323944
231,,,,,,,,0.732394366197183,0.7746478873239436,0.7887323943661974,0.812206572769953,0.8450704225352114,0.8779342723004694,0.8779342723004695,,,,,,,,,,,,,
231,0.6948356807511736,0.6948356807511736,0.6948356807511736,0.6948356807511736,0.6995305164319249,0.7089201877934271,0.7136150234741784,,,,,,,,,,,,,,,,,,,,
241,0.6291079812206574,0.6431924882629109,0.6431924882629109,0.676056338028169,0.704225352112676,0.704225352112676,0.7183098591549295,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,0.8873239436619719,0.8967136150234741,0.9154929577464788,0.892018779342723,0.8779342723004695,0.892018779342723,0.9014084507042254,0.8967136150234741,0.8732394366197184,0.8591549295774646,0.727699530516432,0.596244131455399,0.5774647887323944
241,,,,,,,,0.7183098591549295,0.7605633802816901,0.7887323943661971,0.7981220657276995,0.8309859154929576,0.8779342723004695,0.8826291079812206,,,,,,,,,,,,,
251,0.6572769953051644,0.6619718309859155,0.6807511737089201,0.6807511737089201,0.6713615023474179,0.6901408450704225,0.7230046948356806,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,0.8967136150234741,0.9061032863849764,0.9154929577464788,0.9014084507042254,0.8826291079812206,0.892018779342723,0.9014084507042254,0.9014084507042254,0.8732394366197184,0.8591549295774646,0.7323943661971831,0.6009389671361501,0.5774647887323944
251,,,,,,,,0.7464788732394365,0.7605633802816901,0.784037558685446,0.7934272300469484,0.8262910798122066,0.8732394366197184,0.9014084507042254,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,0.9107981220657276,0.9061032863849764,0.9061032863849764,0.8967136150234741,0.8826291079812206,0.892018779342723,0.892018779342723,0.9014084507042254,0.8732394366197184,0.8544600938967136,0.727699530516432,0.6056338028169015,0.5774647887323944
261,0.6384976525821596,0.647887323943662,0.6572769953051644,0.6713615023474179,0.6666666666666666,0.7089201877934271,0.7370892018779344,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,0.732394366197183,0.7605633802816901,0.7746478873239436,0.8169014084507041,0.8544600938967136,0.8732394366197184,0.9061032863849764,,,,,,,,,,,,,
271,,,,,,,,0.7417840375586854,0.7652582159624414,0.7793427230046949,0.7981220657276995,0.8356807511737089,0.868544600938967,0.9107981220657276,,,,,,,,,,,,,
271,0.6572769953051644,0.6619718309859155,0.6525821596244131,0.676056338028169,0.676056338028169,0.7089201877934271,0.7183098591549295,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,0.9061032863849764,0.9107981220657276,0.9061032863849764,0.9014084507042254,0.8873239436619719,0.8826291079812206,0.8967136150234741,0.9061032863849764,0.8779342723004695,0.8544600938967136,0.7323943661971831,0.6056338028169015,0.5774647887323944
